N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,M3
0.0001,0.1081,7.518334935,3.493784466,10.53390403,-10.69988176,43.2001,32.4001,0.668329571,1.222844563,-10.08845948,-1.4062696140000002,8.217091828,-1.259945369,RAISE
0.0001,0.1091,7.548453212999999,3.015569092,10.53390403,0.430383443,43.6001,32.7001,0.713727305,1.055469182,0.958118034,0.719358198,8.151567031,9.637419657,RAISE
0.0201,0.1101,8.30357801,2.985450813,10.53390403,0.500632085,44.0001,33.0001,0.7165864809999999,1.048927785,1.025095977,0.729483088,8.900668173,10.45022804,RAISE
0.0401,0.1111,8.911651421,2.230326016,10.53390403,0.556269624,44.4001,33.3001,0.78827166,0.788634106,0.950586677,0.5844343879999999,9.357716624,10.70262035,RAISE
0.0601,0.1121,9.128533941,1.622252606,10.53390403,0.799134419,44.8001,33.6001,0.845997021,0.579808412,1.089038625,0.507711931,9.452984462,10.83192729,RAISE
0.0801,0.1131,9.915583046,1.405370085,10.53390403,1.125414613,45.2001,33.9001,0.866586018,0.50789953,1.3793643780000002,0.52982264,10.19665706,11.82997121,RAISE
0.1001,0.1141,10.29434164,0.61832098,10.53390403,1.411099204,45.6001,34.2001,0.941301821,0.236432343,1.529315376,0.424079247,10.41800584,12.06553738,RAISE
0.1201,0.1151,11.27022575,0.239562388,10.53390403,3.329772715,46.0001,34.5001,0.977257967,0.107866836,3.383706133,0.730674644,11.31813823,14.75577778,STOP
0.1401,0.1161,2.956102972,-0.736321725,10.53390403,9.409011025,0.0001,0.0001,1.069900174,-0.229692604,9.294164723,1.7439866430000002,2.808838627,11.98815705,RAISE
0.1601,0.0001,3.73790151,7.577801054,10.53390403,-0.802937866,0.4001,0.3001,0.280627483,2.684250369,0.539187318,1.449962648,5.253461721,7.134774224,RAISE
0.1801,0.0011,4.209250158,6.796002516000001,10.53390403,0.098653989,0.8001,0.6001,0.354844842,2.414620881,1.305964429,1.468503326,5.568450661,8.081725531,RAISE
0.1791,0.0021,5.108076215,6.324653869,10.53390403,0.123874297,1.2001,0.9001,0.399590707,2.249448854,1.248598724,1.3744441719999998,6.373006988999999,8.74633014,RAISE
0.1781,0.0031,5.109272604,5.425827811,10.53390403,0.161529036,1.6001,1.2001,0.484917672,1.934659734,1.128858903,1.193101648,6.194438166,8.290626936,RAISE
0.1771,0.0041,5.6211969470000005,5.424631422,10.53390403,0.188331542,2.0001,1.5001,0.485031247,1.934040998,1.155352041,1.198090907,6.706123231,8.828495771,RAISE
0.1761,0.0051,5.849098453,4.912707079,10.53390403,0.207247148,2.4001,1.8001,0.5336290260000001,1.7546674780000002,1.084580887,1.094249916,6.831639869,8.793554494,RAISE
0.1751,0.0061,6.451890094,4.684805573,10.53390403,0.2381211969999999,2.8001,2.1001,0.555264073,1.674701951,1.075472172,1.05244541,7.388851208999999,9.301674356,RAISE
0.1741,0.0071,7.135979348999999,4.082013933,10.53390403,0.275438969,3.2001,2.4001,0.612488027,1.4635248769999998,1.007201407,0.93320272,7.952382136000001,9.691345981,RAISE
0.1731,0.0081,7.503027477000001,3.397924677,10.53390403,0.349630328,3.6001,2.7001,0.677429691,1.223893637,0.961577146,0.804262248,8.182612412000001,9.756136377,RAISE
0.1721,0.0091,7.69850387,3.030876549,10.53390403,0.44162412,4.0001,3.0001,0.7122741440000001,1.095226792,0.989237516,0.745460899,8.30467918,9.841530092,RAISE
0.1711,0.0101,7.909692828,2.835400157,10.53390403,0.50800511,4.4001,3.3001,0.7308310240000001,1.026610055,1.021310137,0.717567055,8.476772859,10.01138802,RAISE
0.1701,0.0111,8.390310032,2.624211198,10.53390403,0.557924271,4.8001,3.6001,0.7508795229999999,0.952493919,1.034171231,0.6830812059999999,8.915152272,10.42557046,RAISE
0.1691,0.0121,8.499434886,2.143593994,10.53390403,0.63945387,5.2001,3.9001,0.7965052659999999,0.7840778979999999,1.031492819,0.5983375129999999,8.928153685,10.35168545,RAISE
0.1681,0.0131,9.09997947,2.03446914,10.53390403,0.793007903,5.6001,4.2001,0.80686466,0.745684199,1.165850003,0.6060121,9.506873298,11.0455654,RAISE
0.1671,0.0141,10.01438908,1.433924557,10.53390403,0.8945802409999999,6.0001,4.5001,0.863875297,0.535293595,1.162227038,0.500092205,10.30117399,11.73104783,RAISE
0.1661,0.0151,10.75888918,0.5195149410000001,10.53390403,1.396780471,6.4001,4.8001,0.950681633,0.2150502289999999,1.504305586,0.408386232,10.86279217,12.47462287,RAISE
0.1651,0.0161,3.838550824,-0.224985149,10.53390403,4.141897882,6.8001,5.1001,1.021358192,-0.045724802,4.119035481,0.800944695,3.793553794,7.889726874,STOP
0.1641,0.0001,4.216159142,6.695353202000001,10.53390403,-3.412270399,0.0001,0.0001,0.364399639,2.376193621,-2.224173589,0.743262093,5.5552297820000005,4.519153004,RAISE
0.1631,0.0011,4.564571055,6.317744884,10.53390403,0.125942845,0.4001,0.3001,0.4002465879999999,2.243830709,1.2478582,1.371486995,5.828120032,8.197893586000001,RAISE
0.1621,0.0021,5.395363121,5.969332971,10.53390403,0.1445000119999999,0.8001,0.6001,0.433321876,2.12168654,1.205343282,1.3019119259999998,6.589229715,8.855416267,RAISE
0.1611,0.0031,6.364747246,5.138540905,10.53390403,0.180769381,1.2001,0.9001,0.512190267,1.830709317,1.096124039,1.134579466,7.392455427000001,9.403934125,RAISE
0.1601,0.0041,6.938580176,4.16915678,10.53390403,0.247725857,1.6001,1.2001,0.60421542,1.4912248730000002,0.993338294,0.944280095,7.772411532,9.511362262,RAISE
0.1591,0.0051,7.3438633,3.59532385,10.53390403,0.332852926,2.0001,1.5001,0.658690278,1.290183348,0.9779446,0.8406805940000001,8.06292807,9.685964344,RAISE
0.1581,0.0061,7.678328157,3.1900407260000003,10.53390403,0.4085230489999999,2.4001,1.8001,0.69716444,1.148134254,0.982590176,0.770585162,8.316336302,9.872993605,RAISE
0.1571,0.0071,8.059231783,2.85557587,10.53390403,0.481393739,2.8001,2.1001,0.728915712,1.030871555,0.996829516,0.714801681,8.630346957,10.14261225,RAISE
0.1561,0.0081,8.695549259,2.474672243,10.53390403,0.564455798,3.2001,2.4001,0.76507549,0.897355285,1.013133441,0.6513043310000001,9.190483708,10.65229479,RAISE
0.1551,0.0091,9.31962865,1.838354767,10.53390403,0.702763712,3.6001,2.7001,0.8254821040000001,0.674444168,1.039985796,0.545219243,9.687299603,11.06450748,RAISE
0.1541,0.0101,9.966611092,1.214275376,10.53390403,1.0139097,4.0001,3.0001,0.884726938,0.455816382,1.241817891,0.476271769,10.20946617,11.67919225,RAISE
0.1531,0.0111,9.999972985,0.567292935,10.53390403,1.64157345,4.4001,3.3001,0.946145994,0.229172527,1.756159714,0.465818206,10.11343157,11.98417755,RAISE
0.1521,0.0121,10.80903098,0.533931041,10.53390403,3.525505916,4.8001,3.6001,0.94931309,0.2172958639999999,3.634153848,0.8354787020000001,10.91581719,14.65861897,RAISE
0.1511,0.0131,1.540404796,-0.275126957,10.53390403,4.048849067,5.2001,3.9001,1.026118233,-0.066074435,4.01581185,0.770125152,1.485379405,5.468154037000001,STOP
0.1501,0.0001,1.958535455,8.99349923,10.53390403,-1.1197774390000002,0.0001,0.0001,0.146233039,3.177744731,0.469094926,1.682691351,3.757235301,5.815202593,RAISE
0.1491,0.0011,2.465386054,8.575368571,10.53390403,0.04355447,0.4001,0.3001,0.1859268369999999,3.031199,1.55915397,1.827430294,4.180459768,7.255213238,RAISE
0.1481,0.0021,2.550774649,8.068517972999999,10.53390403,0.057499244,0.8001,0.6001,0.234042958,2.8536012910000004,1.484299889,1.7236606230000002,4.164478244,7.075578778,RAISE
0.1471,0.0031,2.8061487360000004,7.983129377000001,10.53390403,0.063227836,1.2001,0.9001,0.242149031,2.823515282,1.474985477,1.706754736,4.402774611,7.289517729,RAISE
0.1461,0.0041,3.157016526,7.72775529,10.53390403,0.070301973,1.6001,1.2001,0.266392093,2.733934352,1.437269149,1.654421006,4.702567584,7.506803908999999,RAISE
0.1451,0.0051,3.447103087,7.3768875,10.53390403,0.081705913,2.0001,1.5001,0.299700521,2.610930625,1.387171226,1.582899558,4.922480587,7.615117125,RAISE
0.1441,0.0061,3.628264297,7.086800939,10.53390403,0.093456843,2.4001,1.8001,0.327238892,2.509200329,1.348057007,1.524211566,5.045624485,7.648281656,RAISE
0.1431,0.0071,4.055587491,6.905639729,10.53390403,0.102394983,2.8001,2.1001,0.34443681,2.445593905,1.325191936,1.48783534,5.436715437,7.984704325,RAISE
0.1421,0.0081,5.03848736,6.478316535,10.53390403,0.117457257,3.2001,2.4001,0.38500327,2.295830787,1.2653726509999998,1.400989924,6.334150667,8.747438711000001,RAISE
0.1411,0.0091,5.060171605,5.495416666000001,10.53390403,0.15554928,3.6001,2.7001,0.478311493,1.951615833,1.131357197,1.202079356,6.159254937999999,8.266420051,RAISE
0.1401,0.0101,5.553916882,5.473732421,10.53390403,0.184159707,4.0001,3.0001,0.480370012,1.943826347,1.1560728809999998,1.20312775,6.648663366,8.776649421,RAISE
0.1391,0.0111,6.46418238,4.979987144,10.53390403,0.202929791,4.4001,3.3001,0.527242024,1.7708155,1.088337541,1.103075258,7.460179808999999,9.4339251,RAISE
0.1381,0.0121,7.178528335,4.0697216460000005,10.53390403,0.259606388,4.8001,3.6001,0.613654953,1.4520225759999998,0.985617676,0.923134823,7.992472664,9.704101628,RAISE
0.1371,0.0131,7.40101445,3.3553756910000003,10.53390403,0.352777362,5.2001,3.9001,0.681468933,1.201801492,0.953678108,0.7916363679999999,8.072089587999999,9.626668442,RAISE
0.1361,0.0141,7.791315127000001,3.132889576,10.53390403,0.441143713,5.6001,4.2001,0.702589888,1.123731352,1.003009389,0.7624675540000001,8.417893042000001,9.982768107,RAISE
0.1351,0.0151,8.517198907000001,2.742588899,10.53390403,0.4973884289999999,6.0001,4.5001,0.739641742,0.986926115,0.990851486,0.691633355,9.065716687,10.55003123,RAISE
0.1341,0.0161,9.221109821,2.01670512,10.53390403,0.621106496,6.4001,4.8001,0.808551026,0.7326667920000001,0.987439892,0.563821374,9.624450845,10.97822413,RAISE
0.1331,0.0171,9.243534218,1.312794205,10.53390403,0.914472793,6.8001,5.1001,0.8753743909999999,0.486097972,1.157521779,0.474553342,9.506093059,10.90666382,RAISE
0.1321,0.0181,9.618233651,1.290369808,10.53390403,1.408222886,7.2001,5.4001,0.8775031740000001,0.4780494329999999,1.647247602,0.568474237,9.876307613,11.76257993,RAISE
0.1311,0.0191,3.2878443,0.915670375,10.53390403,1.4907716519999998,7.6001,5.7001,0.913073978,0.346704631,1.6641239680000002,0.506177109,3.470978375,5.3084546580000005,RAISE
0.1301,0.0201,4.105457945,7.246059726,10.53390403,0.718128355,8.0001,6.0001,0.312120207,2.562140904,1.999198807,1.6809102130000002,5.55466989,8.834939149,RAISE
0.1291,0.0211,4.597863789,6.428446081000001,10.53390403,0.113315598,8.4001,6.3001,0.38973755,2.275776128,1.251203662,1.3881287969999998,5.883553005,8.272644732,RAISE
0.1281,0.0221,4.727640619,5.936040237,10.53390403,0.14304744,8.8001,6.6001,0.436482407,2.1032340830000003,1.194664481,1.290549938,5.914848666,8.161130189,RAISE
0.1271,0.0231,5.116394677,5.806263407,10.53390403,0.159286003,9.2001,6.9001,0.448802325,2.057612192,1.188092099,1.2664245159999998,6.277647357999999,8.494545554,RAISE
0.1261,0.0241,5.312980699,5.417509349,10.53390403,0.176237085,9.6001,7.2001,0.485707356,1.921348272,1.136911221,1.18805638,6.396482569,8.494067926,RAISE
0.1251,0.0251,6.195528913,5.220923327,10.53390403,0.196141081,10.0001,7.5001,0.504369575,1.852343164,1.122312663,1.150634115,7.239713578,9.288197824,RAISE
0.1241,0.0261,6.296639087999999,4.338375113000001,10.53390403,0.237334606,10.4001,7.8001,0.588151259,1.54325129,1.008960251,0.973417695,7.164314111,8.944900006000001,RAISE
0.1231,0.0271,6.919497193,4.237264938,10.53390403,0.290276379,10.8001,8.1001,0.597749806,1.507662728,1.044107743,0.962652913,7.766950181,9.564889288,RAISE
0.1221,0.0281,7.740912197,3.614406833,10.53390403,0.326602056,11.2001,8.4001,0.656878701,1.289462392,0.971333252,0.8389978459999999,8.463793564,10.07985801,RAISE
0.1211,0.0291,7.744553165,2.79299183,10.53390403,0.4283365179999999,11.6001,8.7001,0.734856913,1.001767141,0.929220088,0.686727588,8.303151531000001,9.73325519,RAISE
0.1201,0.0301,7.853244029,2.7893508610000004,10.53390403,0.554570413,12.0001,9.0001,0.735202556,1.0002928009999998,1.054716814,0.7110897629999999,8.411114201,9.965977416,RAISE
0.1191,0.0311,8.380546877,2.680659997,10.53390403,0.563087573,12.4001,9.3001,0.74552075,0.962050999,1.044113072,0.689848114,8.916678876,10.44181745,RAISE
0.1181,0.0321,9.289610018,2.15335715,10.53390403,0.625259965,12.8001,9.6001,0.795578435,0.777295003,1.013907466,0.591428995,9.720281448,11.12283642,RAISE
0.1171,0.0331,9.711209535,1.244294009,10.53390403,0.862802533,13.2001,9.9001,0.8818772220000001,0.458922903,1.092263985,0.4479142479999999,9.960068337,11.28179377,RAISE
0.1161,0.0341,9.955085657,0.8226944909999999,10.53390403,1.5609187969999998,13.6001,10.2001,0.921900324,0.311163072,1.7165003330000002,0.4988816029999999,10.11962456,11.99170642,RAISE
0.1151,0.0351,10.01186773,0.5788183689999999,10.53390403,2.420117254,14.0001,10.5001,0.945051866,0.225606429,2.532920469,0.619387308,10.1276314,12.77335509,RAISE
0.1141,0.0361,0.259247758,0.522036293,10.53390403,3.459416033,14.4001,10.8001,0.950442277,0.205532703,3.562182384,0.815202828,0.363655017,4.028603752,RAISE
0.1131,0.0371,0.465225575,10.27465627,10.53390403,0.099321737,14.8001,11.1001,0.024610795,3.618749695,1.908696584,2.191114164,2.5201568290000003,6.238228261000001,RAISE
0.1121,0.0381,0.951543041,10.06867845,10.53390403,0.009055789,15.2001,11.4001,0.044164592,3.5464574580000003,1.7822845180000002,2.129685632,2.965278731,6.520791977999999,RAISE
0.1111,0.0391,1.57249025,9.582360985,10.53390403,0.018901051,15.6001,11.7001,0.090331471,3.376046345,1.706924223,2.029408017,3.488962447,6.883909843,RAISE
0.1101,0.0401,1.812850349,8.961413776,10.53390403,0.032820518,16.0001,12.0001,0.149278961,3.158514822,1.612077929,1.901672997,3.605133104,6.796468443999999,RAISE
0.1091,0.0411,2.751103643,8.721053677,10.53390403,0.040459026,16.4001,12.3001,0.1720967219999999,3.074188787,1.577553419,1.852605077,4.495314378,7.609962191,RAISE
0.1081,0.0421,3.286579935,7.782800383,10.53390403,0.063091084,16.8001,12.6001,0.261166576,2.745600134,1.435891151,1.659978297,4.843140012,7.65183123,RAISE
0.1071,0.0431,3.461899252,7.247324091,10.53390403,0.084457516,17.2001,12.9001,0.312000178,2.557983432,1.3634492319999998,1.551681562,4.91136407,7.553805017999999,RAISE
0.1061,0.0441,3.692514344,7.072004774,10.53390403,0.09553593,17.6001,13.2001,0.328643516,2.496421671,1.343746765,1.516960189,5.106915299,7.6988729,RAISE
0.1051,0.0451,4.290088577,6.841389682000001,10.53390403,0.10442624,18.0001,13.5001,0.350536167,2.415506389,1.312179434,1.470189081,5.658366513,8.178299142,RAISE
0.1041,0.0461,4.604594614,6.243815449,10.53390403,0.125415706,18.4001,13.8001,0.407264825,2.206155407,1.22849341,1.348776385,5.853357704,8.184928817000001,RAISE
0.1031,0.0471,4.89949088,5.929309412,10.53390403,0.147492976,18.8001,14.1001,0.437121375,2.0958782940000003,1.195432123,1.287025572,6.085352762,8.328724033,RAISE
0.1021,0.0481,5.16956239,5.634413147,10.53390403,0.165263458,19.2001,14.4001,0.465116339,1.992464601,1.161495759,1.228531452,6.296445019,8.454173079,RAISE
0.1011,0.0491,5.743988545,5.364341637,10.53390403,0.183499586,19.6001,14.7001,0.490754651,1.897739573,1.132369372,1.175343661,6.816856872000001,8.898096031,RAISE
0.1001,0.0501,6.240014601,4.789915482,10.53390403,0.214154464,20.0001,15.0001,0.545285825,1.696490419,1.062399673,1.060725144,7.197997697000001,9.10864258,RAISE
0.0991,0.0511,6.611491367,4.293889425,10.53390403,0.260548004,20.4001,15.3001,0.592374355,1.522681299,1.021888653,0.96571838,7.470269252,9.253498555,RAISE
0.0981,0.0521,7.211929648,3.922412659,10.53390403,0.307948841,20.8001,15.6001,0.627639226,1.3924644309999998,1.004181056,0.897068427,7.99641218,9.696825451,RAISE
0.0971,0.0531,7.452296315,3.321974379,10.53390403,0.367729266,21.2001,15.9001,0.684639772,1.182111033,0.958784782,0.782812473,8.116691191000001,9.666531489,RAISE
0.0961,0.0541,8.267751653,3.081607711,10.53390403,0.448666694,21.6001,16.2001,0.707458156,1.097782699,0.997558043,0.748402958,8.884073195,10.43052259,RAISE
0.0951,0.0551,9.267745177,2.266152373,10.53390403,0.5365869010000001,22.0001,16.5001,0.784870608,0.8121733309999999,0.942673566,0.594621379,9.720975652,11.06973588,RAISE
0.0941,0.0561,10.02942834,1.266158849,10.53390403,0.8179278040000001,22.4001,16.8001,0.8798015579999999,0.461975597,1.048915603,0.440770919,10.28266011,11.56256351,RAISE
0.0931,0.0571,10.3286766,0.504475683,10.53390403,1.58422908,22.8001,17.1001,0.952109334,0.195186489,1.681822325,0.4339577089999999,10.42957174,12.20898731,RAISE
0.0921,0.0581,11.00522028,0.205227423,10.53390403,4.094816444,23.2001,17.4001,0.980517439,0.090249598,4.139941243,0.873113048,11.04626576,15.23133181,STOP
0.0911,0.0591,10.51280981,-0.471316256,10.53390403,10.72490225,0.0001,0.0001,1.04474279,-0.14674069,10.65153191,2.056936036,10.41854656,20.99670812,RAISE
0.0901,0.0001,0.678256665,0.021094216,10.53390403,-4.461042739,0.4001,0.3001,0.997997493,0.025402976,-4.448341251,-0.876966762,0.682475508,-3.753164255,HOLD
0.0891,0.0001,1.450560835,9.855647361,10.53390403,6.43073609,0.4001,0.3001,0.064387967,3.4672965760000003,8.164384378,3.366525164,3.421690307,13.31972297,RAISE
0.0881,0.0011,1.55409813,9.083343191,10.53390403,0.029436135,0.8001,0.6001,0.137704011,3.196790117,1.627831193,1.923961297,3.370766768,6.59699302,RAISE
0.0871,0.0021,2.267518786,8.979805896,10.53390403,0.034218637,1.2001,0.9001,0.147532968,3.160352064,1.614394669,1.903054966,4.063479965,7.258050666,RAISE
0.0861,0.0031,2.34280514,8.26638524,10.53390403,0.050502624,1.6001,1.2001,0.215259108,2.910454834,1.505730041,1.756373425,3.996082188,6.957039646,RAISE
0.0851,0.0041,2.8765437210000004,8.191098886,10.53390403,0.056682699,2.0001,1.5001,0.22240616,2.88390461,1.498635004,1.741679306,4.514763498,7.455350807,RAISE
0.0841,0.0051,3.163318691,7.657360305,10.53390403,0.070235844,2.4001,1.8001,0.273074799,2.696896107,1.418683897,1.6321848330000002,4.694790752,7.461922703,RAISE
0.0831,0.0061,3.498442817,7.370585335,10.53390403,0.082621649,2.8001,2.1001,0.300298796,2.596324867,1.3807840830000002,1.57431925,4.972559884,7.6515064,RAISE
0.0821,0.0071,4.335726306000001,7.035461209,10.53390403,0.09492985,3.2001,2.4001,0.332112653,2.478831423,1.334345562,1.506284824,5.742818548,8.316579821,RAISE
0.0811,0.0081,5.237784514,6.19817772,10.53390403,0.123253506,3.6001,2.7001,0.411597286,2.185582202,1.216044607,1.336000022,6.477420058,8.786255766,RAISE
0.0801,0.0091,6.128747365,5.296119512,10.53390403,0.169010466,4.0001,3.0001,0.497231084,1.869661829,1.1038413809999998,1.155599191,7.187971267000001,9.226643563,RAISE
0.0791,0.0101,6.400792283,4.405156661,10.53390403,0.23144294,4.4001,3.3001,0.581811582,1.557624831,1.010255356,0.980863487,7.281823615,9.070891387,RAISE
0.0781,0.0111,6.462613768,4.133111743,10.53390403,0.290604524,4.8001,3.6001,0.6076372320000001,1.46220911,1.021709079,0.935446371,7.289236117000001,9.042049751,RAISE
0.0771,0.0121,7.404316004,4.071290259,10.53390403,0.312723883,5.2001,3.9001,0.613506042,1.440371591,1.032909678,0.926767731,8.218574056,9.971669529,RAISE
0.0761,0.0131,7.775846294,3.129588023,10.53390403,0.363733143,5.6001,4.2001,0.70290331,1.110575808,0.919021047,0.739092113,8.401763899,9.87607285,RAISE
0.0751,0.0141,8.095824824,2.758057732,10.53390403,0.496924594,6.0001,4.5001,0.738173262,0.980340206,0.987094697,0.687589043,8.64743637,10.12470117,RAISE
0.0741,0.0151,8.679214082,2.438079202,10.53390403,0.587067104,6.4001,4.8001,0.768549325,0.8681477209999999,1.021140964,0.638302053,9.166829922,10.62204475,RAISE
0.0731,0.0161,9.442311023,1.854689944,10.53390403,0.7119714629999999,6.8001,5.1001,0.82393138,0.66376148,1.043852203,0.540651181,9.813249012,11.18898196,RAISE
0.0721,0.0171,9.870396821,1.091593003,10.53390403,1.018209114,7.2001,5.4001,0.896373367,0.396477551,1.21644789,0.441528353,10.08871542,11.50340209,RAISE
0.0711,0.0181,10.23000006,0.663507205,10.53390403,1.808439005,7.6001,5.7001,0.937012222,0.246447522,1.931662766,0.509556314,10.3627015,12.41758803,RAISE
0.0701,0.0191,3.467630715,0.303903969,10.53390403,3.0836138560000004,8.0001,6.0001,0.97114992,0.120386389,3.143807051,0.688954605,3.528411509,6.732411754,RAISE
0.0691,0.0201,4.0566195380000005,7.066273311000001,10.53390403,2.282056882,8.4001,6.3001,0.329187612,2.487015659,3.5255647110000004,1.948620772,5.4698742,10.23894674,RAISE
0.0681,0.0211,4.787341726,6.477284488,10.53390403,0.114816378,8.8001,6.6001,0.385101243,2.280669571,1.255151163,1.391365018,6.082798624,8.478284572,RAISE
0.0671,0.0221,5.331255084,5.7465623,10.53390403,0.147819406,9.2001,6.9001,0.454469845,2.024716805,1.160177809,1.244393964,6.480567544,8.653103755,RAISE
0.0661,0.0231,5.430018341,5.202648942,10.53390403,0.18554589,9.6001,7.2001,0.506104391,1.83414713,1.102619455,1.137597456,6.470548129,8.490241149,RAISE
0.0651,0.0241,6.047978399,5.103885686,10.53390403,0.2087405239999999,10.0001,7.5001,0.515480142,1.79937999,1.108430519,1.121376099,7.068755536,9.07687605,RAISE
0.0641,0.0251,6.298821294,4.485925628,10.53390403,0.2369950569999999,10.4001,7.8001,0.574144057,1.58289397,1.028442042,0.997135393,7.19600642,9.015895446,RAISE
0.0631,0.0261,6.827824896,4.235082732,10.53390403,0.280825935,10.8001,8.1001,0.597956966,1.494898956,1.028275413,0.953104561,7.674841442000001,9.450566334,RAISE
0.0621,0.0271,7.470933027999999,3.706079131,10.53390403,0.322441158,11.2001,8.4001,0.648176106,1.309547696,0.977215006,0.850216849,8.212148854,9.844137708,RAISE
0.0611,0.0281,7.876477687,3.062970998,10.53390403,0.403171803,11.6001,8.7001,0.709227368,1.0842598490000002,0.945301728,0.73119027,8.489071887,9.976503539,RAISE
0.0601,0.0291,8.775797902,2.657426339,10.53390403,0.514303119,12.0001,9.0001,0.747726357,0.942119219,0.985362728,0.668132155,9.30728317,10.76370551,RAISE
0.0591,0.0301,9.686013058,1.758106124,10.53390403,0.660473464,12.4001,9.3001,0.833100233,0.6271571429999999,0.974052036,0.508388979,10.03763428,11.32526489,RAISE
0.0581,0.0311,10.01318446,0.847890968,10.53390403,1.101868986,12.8001,9.6001,0.919508383,0.308381839,1.256059905,0.4054029,10.18276265,11.59301348,RAISE
0.0571,0.0321,10.73110994,0.5207195689999999,10.53390403,2.361903792,13.2001,9.9001,0.950567276,0.1936718489999999,2.458739717,0.588583868,10.83525385,13.39082949,RAISE
0.0561,0.0331,7.908787717999999,-0.197205918,10.53390403,4.121646499,13.6001,10.2001,1.018721067,-0.057802071,4.092745463,0.7896480570000001,7.869346534,11.93319096,HOLD
0.0551,0.0331,8.430057769,2.625116309,10.53390403,-8.020842172,13.6001,10.2001,0.7507935990000001,0.929810708,-7.555936817999999,-1.04628201,8.955081031,1.864049567,RAISE
0.0541,0.0341,8.443736841,2.103846257,10.53390403,0.642261658,14.0001,10.5001,0.8002785809999999,0.74716619,1.015844753,0.576752046,8.864506092000001,10.25393394,RAISE
0.0531,0.0351,9.207049148,2.090167185,10.53390403,0.8026952359999999,14.4001,10.8001,0.801577157,0.742178515,1.173784493,0.605846156,9.625082585,11.16995634,RAISE
0.0521,0.0361,9.692395171,1.326854878,10.53390403,0.880986862,14.8001,11.1001,0.874039589,0.474819207,1.118396466,0.461088897,9.957766147,11.31357222,RAISE
0.0511,0.0371,10.68158732,0.841508855,10.53390403,1.460957838,15.2001,11.4001,0.920114247,0.304748099,1.613331888,0.475040427,10.84988909,12.61559503,RAISE
0.0511,0.0381,5.682427889,-0.147683296,10.53390403,2.538674965,15.6001,11.7001,1.014019806,-0.041469154,2.517940388,0.482853501,5.65289123,8.150097041,HOLD
0.0001,0.0381,6.165316935,4.851476137,10.53390403,-7.695424005,15.6001,11.7001,0.539441775,1.6980366480000002,-6.846405681,-0.520262812,7.135612162,1.138224805,RAISE
0.0001,0.0391,6.472758146,4.368587091,10.53390403,0.254162517,16.0001,12.0001,0.585283188,1.529025482,1.018675258,0.968247793,7.346475563999999,9.129663563,RAISE
0.0201,0.0401,6.668825769,4.061145881,10.53390403,0.296331881,16.4001,12.3001,0.614469064,1.4254210580000002,1.00904241,0.914519011,7.481054945,9.202807885,RAISE
0.0401,0.0411,6.694459037000001,3.865078258,10.53390403,0.328420892,16.8001,12.6001,0.63308207,1.36079739,1.008819587,0.882162613,7.467474688999999,9.156692971,RAISE
0.0601,0.0421,7.571479766,3.839444989,10.53390403,0.346407425,17.2001,12.9001,0.635515477,1.3558257459999998,1.024320298,0.8827769329999999,8.339368764,10.04160193,RAISE
0.0801,0.0431,7.980354608,2.96242426,10.53390403,0.3944049089999999,17.6001,13.2001,0.718772427,1.052868491,0.920839155,0.7106020759999999,8.57283946,10.02011286,RAISE
0.0801,0.0441,8.301293729,2.553549418,10.53390403,0.538771891,18.0001,13.5001,0.7575875559999999,0.909762296,0.993653039,0.653611756,8.812003613,10.260537800000002,RAISE
0.0791,0.0451,8.487010214,2.232610297,10.53390403,0.650176861,18.4001,13.8001,0.788054809,0.7972336040000001,1.048793663,0.608375535,8.933532272999999,10.38094274,RAISE
0.0781,0.0461,8.837478926000001,2.046893812,10.53390403,0.760276903,18.8001,14.1001,0.805685166,0.7320328340000001,1.12629332,0.591275081,9.246857688,10.73916743,RAISE
0.0771,0.0471,9.430616197,1.6964251,10.53390403,0.863501455,19.2001,14.4001,0.83895571,0.609168785,1.168085848,0.538201562,9.769901217,11.24257146,RAISE
0.0761,0.0481,9.719247273,1.103287829,10.53390403,1.11182229,19.6001,14.7001,0.8952631590000001,0.40137074,1.31250766,0.463186902,9.939904839,11.45309787,RAISE
0.0751,0.0491,10.02003197,0.814656753,10.53390403,1.761869752,20.0001,15.0001,0.922663359,0.300149864,1.911944684,0.532463869,10.18296332,12.24498294,RAISE
0.0741,0.0501,9.718847327,0.5138720529999999,10.53390403,2.459939584,20.4001,15.3001,0.951217322,0.1946752189999999,2.557277193,0.608793048,9.821621738,12.47623654,RAISE
0.0731,0.0511,9.845043955,0.8150566990000001,10.53390403,3.782594235,20.8001,15.6001,0.922625392,0.299889845,3.932539157,0.936452754,10.00805529,14.09053937,RAISE
0.0731,0.0521,1.244140168,0.6888600709999999,10.53390403,2.415793642,21.2001,15.9001,0.934605435,0.255721025,2.543654154,0.636591343,1.381912182,4.053426849,RAISE
0.0731,0.0531,1.738084313,9.289763858,10.53390403,0.361217095,21.6001,16.2001,0.118108174,3.26603735,1.99423577,2.031865829,3.596037085,7.22329153,RAISE
0.0731,0.0541,1.965030027,8.795819713,10.53390403,0.037419343,22.0001,16.5001,0.164999065,3.0931569,1.5839977930000002,1.863378008,3.72419397,6.854770212000001,RAISE
