N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,M3
0.0731,0.0551,2.515171012,8.568873999,10.53390403,0.044680998,22.4001,16.8001,0.1865433769999999,3.0137259,1.5515439480000002,1.817171739,4.228945812,7.287352708999999,RAISE
0.0731,0.0561,3.41484001,8.018733014,10.53390403,0.05870482,22.8001,17.1001,0.238769122,2.821176555,1.4692930969999998,1.704446897,5.018586613,7.898467987999999,RAISE
0.0731,0.0571,4.066384118,7.119064016,10.53390403,0.08517156,23.2001,17.4001,0.324176108,2.506292406,1.338317763,1.520809755,5.490196921,8.081660887,RAISE
0.0731,0.0581,4.432678512,6.467519908,10.53390403,0.1142392909999999,23.6001,17.7001,0.38602821,2.278251968,1.253365275,1.389799039,5.726182494,8.118673752000001,RAISE
0.0931,0.0591,5.3084034330000005,6.101225513999999,10.53390403,0.137075064,24.0001,18.0001,0.420801111,2.15404893,1.214099529,1.3198443709999998,6.528648536,8.81977253,RAISE
0.1131,0.0601,5.97851497,5.2255005930000005,10.53390403,0.174011055,24.4001,18.3001,0.503935048,1.851545208,1.099783659,1.145729336,7.023615089,9.049171351,RAISE
0.1121,0.0611,6.371578187000001,4.555389056,10.53390403,0.228820756,24.8001,18.6001,0.567549785,1.61680617,1.037223841,1.015847853,7.282655997999999,9.128282924,RAISE
0.1111,0.0621,6.732240404,4.162325839,10.53390403,0.279738047,25.2001,18.9001,0.604863892,1.479034044,1.019255069,0.943368036,7.564705572,9.323477662,RAISE
0.1101,0.0631,7.663265128,3.801663623,10.53390403,0.323484545,25.6001,19.2001,0.639102121,1.352602268,0.999785679,0.87625827,8.423597852999999,10.09968467,RAISE
0.1091,0.0641,8.045773556,2.870638898,10.53390403,0.403153245,26.0001,19.5001,0.727485755,1.0265436140000002,0.916425052,0.696556818,8.619901336,10.04959819,RAISE
0.1081,0.0651,8.383118213,2.488130471,10.53390403,0.560556297,26.4001,19.8001,0.7637978790000001,0.892465665,1.006789129,0.6475906579999999,8.880744307,10.33376627,RAISE
0.1071,0.0661,9.006708571,2.150785813,10.53390403,0.673848764,26.8001,20.1001,0.795822536,0.774195035,1.060946281,0.599286774,9.436865734,10.88490953,RAISE
0.1061,0.0671,9.990560155,1.527195455,10.53390403,0.8375272440000001,27.2001,20.4001,0.855020945,0.5557384089999999,1.115396449,0.500948494,10.29599925,11.6892649,RAISE
0.1051,0.0681,10.02797269,0.543343871,10.53390403,1.308353835,27.6001,20.7001,0.948419516,0.211190355,1.4139490119999998,0.38838498,10.13664146,11.65618565,RAISE
0.1041,0.0691,10.36009983,0.5059313360000001,10.53390403,3.6912067,28.0001,21.0001,0.951971146,0.197895968,3.790154684,0.856978921,10.4612861,14.35038876,RAISE
0.1031,0.0701,11.34172122,0.173804199,10.53390403,4.09545687,28.4001,21.3001,0.983500495,0.08145147,4.136182605,0.867962256,11.37648206,15.5533904,HOLD
0.1021,0.0701,10.24286658,-0.807817197,10.53390403,13.05114755,28.4001,21.3001,1.076687351,-0.262316019,12.91998954,2.452839899,10.08130314,22.87013467,RAISE
0.1021,0.0001,8.683489005,0.291037446,10.53390403,-2.53593675,28.8001,21.6001,0.97237136,0.122283106,-2.474795197,-0.433817486,8.741696494,6.32804285,LOWER
0.1021,0.0011,9.344434908,1.850415021,10.53390403,5.967265805,28.7991,21.5991,0.824337205,0.6680652570000001,6.301298434,1.594292315,9.714517912,16.34984897,RAISE
0.1011,0.0021,9.448902783,1.189469118,10.53390403,1.009982604,29.1991,21.8991,0.887081835,0.436534191,1.2282497,0.463917036,9.686796607,11.1333134,RAISE
0.1001,0.0031,9.979010573,1.085001243,10.53390403,1.588759664,29.5991,22.1991,0.896999133,0.399770435,1.7886448819999998,0.557614194,10.19601082,12.18454092,RAISE
0.0991,0.0041,0.4944717979999999,0.5548934529999999,10.53390403,1.839446847,29.9991,22.4991,0.947323096,0.214032709,1.946463201,0.496308995,0.605450489,2.658930044,RAISE
0.0981,0.0051,1.2304188459999998,10.03943223,10.53390403,0.17822225,30.3991,22.7991,0.046940982,3.5334212810000003,1.94493289,2.155697218,3.238305292,6.949948823,RAISE
0.0971,0.0061,1.926789251,9.30348518,10.53390403,0.024511722,30.7991,23.0991,0.1168055869999999,3.275639813,1.662331629,1.970286232,3.787486287,7.0876378220000005,RAISE
0.0961,0.0071,2.150708751,8.607114775,10.53390403,0.041420806,31.1991,23.3991,0.18291312,3.0317101710000003,1.5572758919999998,1.827310264,3.872131706,6.945262682999999,RAISE
0.0951,0.0081,2.751482705,8.383195275,10.53390403,0.0499751379999999,31.5991,23.6991,0.204170149,2.953138346,1.526544311,1.781878035,4.42812176,7.431235244,RAISE
0.0941,0.0091,2.7683031280000003,7.782421321,10.53390403,0.0656428159999999,31.9991,23.9991,0.261202561,2.742667462,1.4369765469999998,1.658729041,4.324787392,7.133097671,RAISE
0.0931,0.0101,3.119154682,7.765600898,10.53390403,0.071142464,32.3991,24.2991,0.26279935,2.736580314,1.439432621,1.656176681,4.672274862,7.47999764,RAISE
0.0921,0.0111,3.4486131280000003,7.414749345,10.53390403,0.080332603,32.7991,24.5991,0.296106237,2.613582271,1.387123738,1.5842158830000002,4.931562997,7.625477871,RAISE
0.0911,0.0121,3.946681797,7.085290897999999,10.53390403,0.093020356,33.1991,24.8991,0.327382243,2.498071814,1.342056263,1.51744716,5.363739977,7.954832147,RAISE
0.0901,0.0131,4.30537881,6.58722223,10.53390403,0.111404933,33.5991,25.1991,0.374664681,2.323547781,1.273178823,1.416409655,5.622823256,8.05777597,RAISE
0.0891,0.0141,4.715025082,6.228525216,10.53390403,0.1307191,33.9991,25.4991,0.40871635,2.197803826,1.229621013,1.344826115,5.960730125,8.289253051000001,RAISE
0.0881,0.0151,5.331748381000001,5.818878944,10.53390403,0.151401011,34.3991,25.7991,0.447604712,2.05422763,1.178514826,1.26281678,6.49552417,8.701152811,RAISE
0.0871,0.0161,5.484205049,5.202155645,10.53390403,0.183256893,34.7991,26.0991,0.506151221,1.838174476,1.102344131,1.139556064,6.524636178,8.546067547,RAISE
0.0861,0.0171,5.659121515,5.049698977,10.53390403,0.2108435589999999,35.1991,26.3991,0.520624171,1.784614642,1.10315088,1.112937497,6.66906131,8.664519511,RAISE
0.0851,0.0181,6.311097228,4.874782511,10.53390403,0.224136985,35.5991,26.6991,0.537229265,1.723193879,1.085733924,1.078743724,7.28605373,9.233384594,RAISE
0.0841,0.0191,6.3289497,4.222806799,10.53390403,0.258928361,35.9991,26.9991,0.59912234,1.49480238,1.006329551,0.9486671,7.17351106,8.927241800000001,RAISE
0.0831,0.0201,6.454320571,4.204954327,10.53390403,0.299750853,36.3991,27.2991,0.600817103,1.488354014,1.04392786,0.952962579,7.295311436,9.083416304,RAISE
0.0821,0.0211,6.958036858,4.079583455,10.53390403,0.306986477,36.7991,27.5991,0.612718756,1.444274209,1.029123582,0.927961821,7.773953549,9.525214235,RAISE
0.0811,0.0221,7.132411359,3.5758671680000003,10.53390403,0.3411150639999999,37.1991,27.8991,0.660537332,1.267773509,0.975001818,0.8288871179999999,7.847584792999999,9.456473365,RAISE
0.0801,0.0231,7.176945336,3.401492668,10.53390403,0.398919256,37.5991,28.1991,0.6770909759999999,1.2065424340000002,1.002190473,0.803709311,7.85724387,9.462705559,RAISE
0.0791,0.0241,7.773468261,3.3569586910000004,10.53390403,0.421987994,37.9991,28.4991,0.681318656,1.190755542,1.017365765,0.798850924,8.444859999,10.05760354,RAISE
0.0781,0.0251,8.050161721,2.760435765,10.53390403,0.463125643,38.3991,28.7991,0.7379475109999999,0.981772518,0.954011902,0.6816886390000001,8.602248873999999,10.04714703,RAISE
0.0771,0.0261,8.379745069,2.483742305,10.53390403,0.583252965,38.7991,29.0991,0.764214455,0.884729807,1.025617868,0.647488477,8.87649353,10.3444763,RAISE
0.0761,0.0271,8.625311127,2.154158957,10.53390403,0.674767672,39.1991,29.3991,0.7955023179999999,0.769175635,1.059355489,0.596458915,9.056142918,10.50008623,RAISE
0.0751,0.0281,9.289478827,1.908592899,10.53390403,0.800805447,39.5991,29.6991,0.818814288,0.683027515,1.142319204,0.5699775979999999,9.671197407,11.15503037,RAISE
0.0741,0.0291,10.26850908,1.244425199,10.53390403,0.97343743,39.9991,29.9991,0.881864768,0.45036882,1.19862184,0.4649087779999999,10.51739412,11.94120037,RAISE
0.0731,0.0301,0.7429907109999999,0.265394941,10.53390403,1.650321626,40.3991,30.2991,0.974805643,0.107508229,1.704075741,0.3945692629999999,0.796069699,2.553899555,STOP
0.0721,0.0311,1.717762597,9.790913315,10.53390403,0.559913242,0.0001,0.0001,0.070533271,3.44123966,2.280533072,2.176726445,3.67594526,7.677098162,RAISE
0.0711,0.0321,2.441272232,8.816141429,10.53390403,0.035088914,0.4001,0.3001,0.163069892,3.0998695,1.5850236640000002,1.866939483,4.204500518,7.339458932,RAISE
0.0701,0.0331,3.1830778630000003,8.092631793999999,10.53390403,0.055381875,0.8001,0.6001,0.231753795,2.846441128,1.478602439,1.718941052,4.801604222,7.703427225,RAISE
0.0691,0.0341,3.253393015,7.350826163,10.53390403,0.078666074,1.2001,0.9001,0.302174565,2.586609157,1.3719706530000002,1.567698709,4.723558248,7.388833479,RAISE
0.0681,0.0351,3.400013243,7.280511011000001,10.53390403,0.0885177509999999,1.6001,1.2001,0.308849692,2.561798854,1.3694171780000002,1.554782863,4.856115445,7.50643205,RAISE
0.0671,0.0361,3.929951906,7.133890782999999,10.53390403,0.093400401,2.0001,1.5001,0.32276858,2.510281774,1.348541288,1.524849145,5.3567300630000005,7.960412237999999,RAISE
0.0661,0.0371,4.175661688,6.60395212,10.53390403,0.1101769569999999,2.4001,1.8001,0.373076487,2.324603242,1.272478578,1.416797337,5.496452112,7.931232311,RAISE
0.0651,0.0381,5.07299088,6.358242337999999,10.53390403,0.126459478,2.8001,2.1001,0.396402101,2.238404818,1.245661887,1.3683347869999998,6.344639347999999,8.709503644,RAISE
0.0641,0.0391,5.507851424,5.460913146,10.53390403,0.159572115,3.2001,2.4001,0.481586966,1.924139601,1.121641916,1.186398184,6.600034053,8.683745769,RAISE
0.0631,0.0401,6.147472243999999,5.026052602,10.53390403,0.201719063,3.6001,2.7001,0.522868958,1.7717384109999998,1.087588268,1.103386859,7.152682764,9.126140238,RAISE
0.0621,0.0411,6.802266412000001,4.386431782,10.53390403,0.24462427,4.0001,3.0001,0.5835891639999999,1.547671124,1.018459832,0.977527528,7.679552768,9.471848162,RAISE
0.0611,0.0421,7.725051242999999,3.731637615,10.53390403,0.3101503339999999,4.4001,3.3001,0.645749799,1.318293165,0.969296917,0.8530059659999999,8.471378766,10.09982227,RAISE
0.0601,0.0431,8.198117176,2.8088527830000003,10.53390403,0.4140300879999999,4.8001,3.6001,0.733351208,0.995118474,0.911589325,0.6798771020000001,8.759887733,10.16903629,RAISE
0.0601,0.0441,8.814264191,2.33578685,10.53390403,0.5837342010000001,5.2001,3.9001,0.778260098,0.8295453979999999,0.9985069,0.614474079,9.281421561,10.69470116,RAISE
0.0601,0.0451,9.397679287,1.719639835,10.53390403,0.754714771,5.6001,4.2001,0.8367518979999999,0.613893942,1.061661742,0.51927932,9.741607254,11.11021597,RAISE
0.0601,0.0461,9.524109934,1.136224739,10.53390403,1.092982274,6.0001,4.5001,0.8921364070000001,0.4096986589999999,1.297831603,0.46441565,9.751354882,11.25403581,RAISE
0.0601,0.0471,9.741415367,1.009794092,10.53390403,1.67644826,6.4001,4.8001,0.904138666,0.365447932,1.859172226,0.554558411,9.943374185,11.98527038,RAISE
0.0601,0.0481,10.30130432,0.7924886590000001,10.53390403,1.929386485,6.8001,5.1001,0.924767811,0.289391031,2.074082,0.559511915,10.45980205,12.67857957,RAISE
0.0801,0.0491,7.344873558,0.232599709,10.53390403,2.599735453,7.2001,5.4001,0.977918945,0.097429898,2.648450402,0.578405029,7.391393499999999,10.08855885,STOP
0.1001,0.0501,8.06164424,3.1890304680000003,10.53390403,6.315462374,0.0001,0.0001,0.697260345,1.136180664,6.883552706000001,1.944800873,8.699450334,16.15109337,RAISE
0.0991,0.0511,8.804805656000001,2.472259787,10.53390403,0.505585903,0.4001,0.3001,0.7653045079999999,0.885110925,0.948141366,0.632183736,9.299257613,10.68995444,RAISE
0.0981,0.0521,8.85994835,1.729098371,10.53390403,0.712288062,0.8001,0.6001,0.835853985,0.62480443,1.024690277,0.51734027,9.205768024,10.54286052,RAISE
0.0971,0.0531,9.264682483,1.6739556759999998,10.53390403,1.024805587,1.2001,0.9001,0.841088767,0.6053044870000001,1.32745783,0.5681438089999999,9.599473618,11.22958369,RAISE
0.0961,0.0541,9.498330142,1.269221543,10.53390403,1.106920884,1.6001,1.2001,0.879510812,0.46344754,1.338644654,0.499452701,9.752174451,11.32254287,RAISE
0.0951,0.0551,10.43817057,1.035573885,10.53390403,1.496717447,2.0001,1.5001,0.90169135,0.38147086,1.687452877,0.528226005,10.64528535,12.52347365,RAISE
0.0941,0.0561,7.602150139,0.095733455,10.53390403,2.015920008,2.4001,1.8001,0.990911873,0.052326709,2.042083363,0.434580027,7.62129683,9.689543547,HOLD
0.0931,0.0561,8.124415517000001,2.9317538880000003,10.53390403,15.88190906,2.4001,1.8001,0.721684014,1.044733861,16.40427599,3.803222128,8.710766295,25.63740922,RAISE
0.0921,0.0571,8.962266988,2.409488509,10.53390403,0.5542358479999999,2.8001,2.1001,0.7712634840000001,0.8617409779999999,0.985106337,0.627891756,9.44416469,10.86014152,RAISE
0.0911,0.0581,9.040637726,1.5716370380000002,10.53390403,0.743914482,3.2001,2.4001,0.8508020359999999,0.568292963,1.028060964,0.489758674,9.354965134,10.66717258,RAISE
0.0901,0.0591,9.54049161,1.493266301,10.53390403,1.150473997,3.6001,2.7001,0.858241892,0.540663205,1.4208056,0.554492723,9.83914487,11.53028207,RAISE
0.0891,0.0601,9.754724695,0.993412416,10.53390403,1.27780177,4.0001,3.0001,0.905693804,0.365514346,1.460558943,0.474868961,9.953407178,11.59672329,RAISE
0.0881,0.0611,0.163787503,0.7791793309999999,10.53390403,1.963882178,4.4001,3.3001,0.926031286,0.290332766,2.109048561,0.566976095,0.319623369,2.573838313,RAISE
0.0881,0.0621,0.811351488,10.37011652,10.53390403,0.042041029,4.8001,3.6001,0.0155486039999999,3.647160782,1.86562142,2.196704675,2.885374792,6.574576603,RAISE
0.0881,0.0631,1.363847144,9.722552538,10.53390403,0.015647876,5.2001,3.9001,0.077022867,3.4205133880000003,1.72590457,2.055437608,3.308357652,6.7445189160000005,RAISE
0.0881,0.0641,2.069643599,9.170056882,10.53390403,0.028055331,5.6001,4.2001,0.129472144,3.227139909,1.641625285,1.941895011,3.903654975,7.158850215,RAISE
0.0881,0.0651,2.692704003,8.464260427000001,10.53390403,0.0451391659999999,6.0001,4.5001,0.196474507,2.980111149,1.535194741,1.7970945230000002,4.385556088,7.410806404,RAISE
0.0881,0.0661,3.224533779,7.841200023,10.53390403,0.063625264,6.4001,4.8001,0.255622606,2.762040008,1.444645268,1.669949058,4.792773784,7.618439056000001,RAISE
0.0881,0.0671,3.36373733,7.309370247,10.53390403,0.082245926,6.8001,5.1001,0.30611004,2.575899586,1.370195719,1.561988937,4.825611379,7.483756892000001,RAISE
0.0881,0.0681,4.289577227,7.170166696,10.53390403,0.092039046,7.2001,5.4001,0.319324851,2.527178344,1.355628218,1.534714815,5.7236105660000005,8.342827956,RAISE
0.0881,0.0691,5.01938854,6.244326799,10.53390403,0.1196506969999999,7.6001,5.7001,0.407216281,2.20313438,1.221217887,1.345810767,6.2682539,8.591038976,RAISE
0.1081,0.0701,5.466395298999999,5.5145154860000005,10.53390403,0.160766363,8.0001,6.0001,0.476498412,1.95170042,1.136616573,1.203173525,6.569298396000001,8.681765179,RAISE
0.1281,0.0711,6.450449935,5.067508727,10.53390403,0.198254781,8.4001,6.3001,0.518933463,1.799248054,1.097878808,1.119199789,7.46395168,9.461454516,RAISE
0.1271,0.0721,6.703011524,4.083454092,10.53390403,0.254580713,8.8001,6.6001,0.61235131,1.454628932,0.981895179,0.923693502,7.519702342,9.228911988,RAISE
0.1261,0.0731,7.35335255,3.830892503,10.53390403,0.32830106,9.2001,6.9001,0.6363273770000001,1.366032376,1.011317248,0.885279638,8.119531051000001,9.813864487,RAISE
0.1251,0.0741,8.054637904,3.180551477,10.53390403,0.3838976189999999,9.6001,7.2001,0.6980652690000001,1.138213017,0.953004127,0.759707334,8.690748199,10.21285884,RAISE
0.1241,0.0751,8.609995347,2.479266122,10.53390403,0.506493164,10.0001,7.5001,0.7646393859999999,0.892563143,0.952774735,0.636836518,9.105848571,10.50490488,RAISE
0.1231,0.0761,8.960211334,1.923908679,10.53390403,0.694559997,10.4001,7.8001,0.817360337,0.697988038,1.043554016,0.557704822,9.34499307,10.7375411,RAISE
0.1221,0.0771,9.601334568,1.5736926919999998,10.53390403,0.931459111,10.8001,8.1001,0.850606889,0.575212442,1.219065332,0.5314192879999999,9.916073106,11.42274466,RAISE
0.1211,0.0781,10.12513462,0.932569458,10.53390403,1.220229924,11.2001,8.4001,0.911469721,0.35061931,1.395539579,0.454417571,10.31164851,11.88249775,RAISE
0.1201,0.0791,10.49882131,0.408769407,10.53390403,2.1714489,11.6001,8.7001,0.96119488,0.167089292,2.254993546,0.534543355,10.58057519,12.91911338,RAISE
0.1191,0.0801,1.290058938,0.035082721,10.53390403,5.136794064,12.0001,9.0001,0.996669542,0.036098952,5.15484354,1.049018184,1.297075482,6.469968499,HOLD
0.1181,0.0801,2.1534469,9.243845088,10.53390403,7.354383622999999,12.0001,9.0001,0.122467315,3.258965781,8.983866512999999,3.426256193,4.002215918,14.61556532,RAISE
0.1181,0.0811,2.450015616,8.380457126,10.53390403,0.0465920159999999,12.4001,9.3001,0.204430085,2.956779994,1.524982013,1.7833863999999997,4.126107041,7.129479051000001,RAISE
0.1181,0.0821,3.1100490960000005,8.08388841,10.53390403,0.058469737,12.8001,9.6001,0.232583818,2.852980944,1.484960209,1.723482514,4.726826778,7.638277458999999,RAISE
0.1181,0.0831,3.698733789,7.42385493,10.53390403,0.076944385,13.2001,9.9001,0.295241829,2.621969226,1.387928998,1.588570412,5.183504775,7.882418386,RAISE
0.1181,0.0841,4.061161436,6.835170237000001,10.53390403,0.09964456,13.6001,10.2001,0.351126589,2.415929583,1.307609351,1.4694866619999998,5.428195483,7.943769626,RAISE
0.1181,0.0851,4.729279689,6.47274259,10.53390403,0.118831318,14.0001,10.5001,0.3855324129999999,2.289079907,1.263371271,1.397214208,6.023828207,8.431739432,RAISE
0.1181,0.0861,5.011247976,5.804624337000001,10.53390403,0.146129083,14.4001,10.8001,0.448957925,2.055238518,1.173748342,1.262368927,6.172172842999999,8.373540444,RAISE
0.1181,0.0871,5.542587075,5.52265605,10.53390403,0.172663989,14.8001,11.1001,0.475725615,1.956549618,1.150938798,1.208462568,6.647118285,8.776331892,RAISE
0.1181,0.0881,6.119021057,4.991316951,10.53390403,0.200721791,15.2001,11.4001,0.526166468,1.7705809330000002,1.086012257,1.102492918,7.117284447,9.088587171,RAISE
0.1181,0.0891,6.700261829,4.414882969,10.53390403,0.245186636,15.6001,11.7001,0.5808882479999999,1.568829039,1.029601156,0.990334751,7.583238422999999,9.397254098,RAISE
0.1181,0.0901,6.8590613760000005,3.833642197,10.53390403,0.303530666,16.0001,12.0001,0.636066345,1.365394769,0.98622805,0.879942995,7.625789815,9.29471525,RAISE
0.1181,0.0911,7.70774442,3.67484265,10.53390403,0.35783524,16.4001,12.3001,0.651141434,1.309814928,1.012742704,0.857456005,8.44271295,10.11036312,RAISE
0.1181,0.0921,7.944322722999999,2.826159606,10.53390403,0.419487045,16.8001,12.6001,0.731708244,1.012775862,0.925874976,0.6915629259999999,8.509554644,9.941817551,RAISE
0.1381,0.0931,8.89454913,2.589581303,10.53390403,0.562199156,17.2001,12.9001,0.754166993,0.933973456,1.029185884,0.672823905,9.412465391,10.908638,RAISE
0.1581,0.0941,9.638112262,1.639354896,10.53390403,0.6869488220000001,17.6001,13.2001,0.844373473,0.6053942139999999,0.989645929,0.5006262929999999,9.965983241,11.25832628,RAISE
0.1581,0.0951,10.22609816,0.895791764,10.53390403,1.175842069,18.0001,13.5001,0.914961085,0.345147117,1.348415628,0.442256684,10.40525651,11.9262457,RAISE
0.1571,0.0961,4.271311265,0.307805864,10.53390403,2.283141814,18.4001,13.8001,0.970779507,0.139152052,2.35271784,0.540119594,4.332872438,6.755166303999999,RAISE
0.1561,0.0971,5.269077343999999,6.2625927610000005,10.53390403,2.775328063,18.8001,14.1001,0.405482265,2.223127466,3.886891796000001,1.888942092,6.521595896,11.52005143,RAISE
0.1551,0.0981,6.210648738,5.264826682,10.53390403,0.168271435,19.2001,14.4001,0.500201761,1.873709339,1.105126104,1.15787989,7.263614073999999,9.305594848,RAISE
0.1541,0.0991,7.090368713999999,4.323255289,10.53390403,0.235929846,19.6001,14.7001,0.589586607,1.543959351,1.007909522,0.97356158,7.955019772000001,9.734908969,RAISE
0.1531,0.1001,7.394865408999999,3.443535312,10.53390403,0.328010642,20.0001,15.0001,0.6730998020000001,1.2358573590000002,0.945939322,0.8071165440000001,8.083572471,9.647440473,RAISE
0.1521,0.1011,8.31346196,3.139038617,10.53390403,0.4294926429999999,20.4001,15.3001,0.70200615,1.129083516,0.994034401,0.763348638,8.941269683,10.49984584,RAISE
0.1511,0.1021,8.479950083,2.220442066,10.53390403,0.529682044,20.8001,15.6001,0.789209959,0.807374723,0.933369406,0.5903612429999999,8.924038496,10.26109526,RAISE
0.1501,0.1031,9.146912381,2.053953943,10.53390403,0.763807371,21.2001,15.9001,0.805014937,0.74890388,1.138259311,0.602103802,9.55770317,11.07041442,RAISE
0.1501,0.1041,9.175482789,1.386991645,10.53390403,0.8906638259999999,21.6001,16.2001,0.868330712,0.515467076,1.148397364,0.487413011,9.452881118,10.85901202,RAISE
0.1501,0.1051,9.764253847,1.358421237,10.53390403,1.323076865,22.0001,16.5001,0.871042945,0.505467433,1.575810581,0.567895833,10.03593809,11.86448239,RAISE
0.1501,0.1061,10.73781307,0.7696501790000001,10.53390403,1.437588515,22.4001,16.8001,0.926935904,0.299397563,1.587287296,0.467156241,10.89174311,12.62872918,RAISE
0.1501,0.1071,5.553153097999999,-0.2039090469999999,10.53390403,2.79031003,22.8001,17.1001,1.019357405,-0.041348166,2.769635947,0.533253106,5.512371289,8.261333152,STOP
0.1501,0.0001,6.060738786,4.980750928,10.53390403,-5.446696137000001,0.0001,0.0001,0.527169517,1.773282825,-4.560054725,-0.025369533,7.056888972,3.383475659,RAISE
0.1501,0.0011,6.586591789,4.47316524,10.53390403,0.243366467,0.4001,0.3001,0.575355421,1.595627834,1.041180384,1.006049994,7.481224837,9.320219138,RAISE
0.1491,0.0021,6.862686573,3.947312237,10.53390403,0.29449356,0.8001,0.6001,0.62527547,1.411379283,1.000183201,0.905726282,7.65214902,9.358021863,RAISE
0.1481,0.0031,7.5842648,3.671217453,10.53390403,0.347714402,1.2001,0.9001,0.65148558,1.314546109,1.0049874559999998,0.858270546,8.318508291,9.980768801,RAISE
0.1471,0.0041,8.384989554,2.9496392260000004,10.53390403,0.41317437,1.6001,1.2001,0.719986131,1.061793729,0.944071235,0.719711111,8.974917399,10.4498855,RAISE
0.1461,0.0051,8.584410764,2.148914472,10.53390403,0.568543399,2.0001,1.5001,0.796000185,0.781340065,0.959213432,0.582512719,9.014193658,10.36407712,RAISE
0.1451,0.0061,9.055352616,1.949493262,10.53390403,0.798953228,2.4001,1.8001,0.814931553,0.7113426420000001,1.154624549,0.586596231,9.445251268,10.95554714,RAISE
0.1441,0.0071,9.891095767,1.47855141,10.53390403,0.928995529,2.8001,2.1001,0.8596388,0.546312994,1.202152026,0.513586902,10.18680605,11.66211457,RAISE
0.1431,0.0081,10.3262329,0.6428082589999999,10.53390403,1.337944112,3.2001,2.4001,0.938977206,0.253602891,1.464745557,0.419750557,10.45479455,12.04634155,RAISE
0.1421,0.0091,8.38920422,0.207671123,10.53390403,3.2128501,3.6001,2.7001,0.980285455,0.101104893,3.263402547,0.7032329559999999,8.430738445,11.74469344,STOP
0.1411,0.0101,9.000821748,2.144699807,10.53390403,8.079317041,0.0001,0.0001,0.79640029,0.7788649320000001,8.468749507,2.083182368,9.429761709,18.28794368,RAISE
0.1401,0.0111,9.086865391,1.5330822780000002,10.53390403,0.839354927,0.4001,0.3001,0.854462099,0.564598797,1.121654326,0.506630264,9.393481847,10.79743557,RAISE
0.1391,0.0121,9.868962098,1.447038635,10.53390403,1.185437406,0.8001,0.6001,0.862630357,0.5342835220000001,1.452579167,0.557657595,10.15836983,11.87809075,RAISE
0.1381,0.0131,9.873838191,0.664941928,10.53390403,1.364021921,1.2001,0.9001,0.936876022,0.260349675,1.4941967580000002,0.429014189,10.00682658,11.63119817,RAISE
0.1371,0.0141,10.47976129,0.660065835,10.53390403,2.969834741,1.6001,1.2001,0.937338917,0.258443042,3.099056262,0.749032774,10.61177446,13.84005224,RAISE
0.1361,0.0151,9.167507638,0.054142737,10.53390403,3.175368497,2.0001,1.5001,0.994860145,0.046169958,3.198453476,0.662775674,9.178336185,12.39987464,HOLD
0.1351,0.0151,9.530708421,1.366396388,10.53390403,33.86421977,2.0001,1.5001,0.8702858520000001,0.505258736,34.11684914,7.075999195,9.803987699,44.1734662,RAISE
0.1341,0.0161,10.42400914,1.003195605,10.53390403,1.395013702,2.4001,1.8001,0.904765071,0.377938462,1.583982933,0.505765817,10.62464826,12.39760042,RAISE
0.1331,0.0171,4.530563956,0.109894889,10.53390403,2.078160845,2.8001,2.1001,0.989567506,0.065083211,2.110702451,0.454682096,4.552542934,6.69578699,HOLD
0.1321,0.0171,4.766771447,6.00334007,10.53390403,8.245267786,2.8001,2.1001,0.430093529,2.127589025,9.309062298,2.925606972,5.9674394610000006,16.34029627,RAISE
0.1311,0.0181,5.76206904,5.767132579,10.53390403,0.158803979,3.2001,2.4001,0.452517076,2.044716403,1.18116218,1.258590637,6.915495556000001,9.119015937,RAISE
0.1301,0.0191,6.218388315,4.771834986,10.53390403,0.1998243999999999,3.6001,2.7001,0.547002234,1.696162245,1.047905523,1.057662227,7.1727553120000005,9.068741957,RAISE
0.1291,0.0201,6.858377067999999,4.315515711000001,10.53390403,0.260628808,4.0001,3.0001,0.590321338,1.536250499,1.028754057,0.973876061,7.72148021,9.518359517,RAISE
0.1281,0.0211,7.530407615,3.675526958,10.53390403,0.317847392,4.4001,3.3001,0.6510764720000001,1.312054435,0.97387461,0.85080214,8.265513007000001,9.895414834,RAISE
0.1271,0.0221,7.706805834,3.0034964110000004,10.53390403,0.409759346,4.8001,3.6001,0.7148733840000001,1.076643744,0.948081218,0.7279381159999999,8.307505116,9.793908206,RAISE
0.1261,0.0231,8.026405341,2.827098192,10.53390403,0.513188949,5.2001,3.9001,0.731619143,1.014704367,1.020541133,0.71146041,8.591824979,10.1197183,RAISE
0.1251,0.0241,8.807896599,2.507498685,10.53390403,0.5678193539999999,5.6001,4.2001,0.761959224,0.90264454,1.019141624,0.655150595,9.309396336,10.77986023,RAISE
0.1241,0.0251,9.472710887,1.726007427,10.53390403,0.7025245240000001,6.0001,4.5001,0.836147413,0.628922599,1.016985824,0.517858464,9.817912372,11.1493595,RAISE
0.1231,0.0261,9.547264132,1.061193139,10.53390403,1.097644279,6.4001,4.8001,0.899259274,0.3960375989999999,1.295663078,0.457151415,9.75950276,11.25318464,RAISE
0.1221,0.0271,9.910754059,0.986639894,10.53390403,1.7993452419999998,6.8001,5.1001,0.90633673,0.3697439629999999,1.984217223,0.581715426,10.10808204,12.27717124,RAISE
0.1211,0.0281,3.729869112,0.623149967,10.53390403,2.008991146,7.2001,5.4001,0.940843398,0.242322488,2.13015239,0.547191722,3.854499105,6.10581274,RAISE
